攻击者,,获取目标服务的访问权限,,Kerberoast攻击,,,,,,技术讨论 | 一次详细的Kerberoast攻击演示,恶意程序事件
攻击者,韩国多个机构,收集受害者的隐私和信息,,LokiBot窃密木马,,,,,,FreeBuf周报 | 官方曝光美国网络攻击武器“蜂巢”；联想三个漏洞影响数百万台电脑,数据安全事件
电压故障注入攻击,apple airtag,,,电压故障注入,,,,,,使用树莓派pico 侧信道电压毛刺攻击提取Airtag固件,数据安全事件
攻击者,资产,消除幽灵资产,,,,,,,,睿眼网络攻击溯源系统新版本上线：稳定性更高，易用性更强,安全隐患事件
上传一个含有符号链接文件的压缩包,,任意文件读取,,,,,,,,从一道CTF题目看Gopher攻击MySql,恶意程序事件
犯罪分子,"['苹果', '谷歌', 'Snapchat']",骚扰和勒索未成年人,,,45410,,,用户信息,,FreeBuf早报 | 北京健康宝遭境外网络攻击；有文件揭示Facebook违法使用用户数据,网络攻击事件
,6000多名彪马员工,,,Kronos勒索软件,12月,,,数据,,FreeBuf周报 | 超50万人受Morley勒索软件攻击影响；黑客攻击欧洲港口石油设施,网络攻击事件
,用户,窃取资金,,加密勒索软件,2019年,,755485名用户,,,2019年网络攻击分析报告,网络攻击事件
,局域网,获取设备信息,,交换机,,,,,,实战SNMP服务攻击,数据安全事件
恶意软件,设施管理服务提供商ISS World,,,,,,70多个国家,,,IP （定位数据库）地理位置查找真的能有效帮助阻止网络攻击吗？,数据安全事件
Platinum黑客组织,南亚和东南亚,部署木马后门,,,最近的分析,亚太地区,,,,Platinum黑客组织攻击分析,恶意程序事件
黑客,香港某电信公司,网站攻击,,Flash exploit,45372,,,,,CVE-2018-4878案例：针对香港某电信公司网站被入侵攻击的调查,恶意程序事件
研究人员,,执行Evil Twin攻击测试,,EAPHammer,,,,,,EAPHammer：一款针对WPA2企业网络环境的Evil Twin攻击测试工具,数据安全事件
两名研究人员,,,,Process Doppelg?nging,2017,欧洲,,,,来自BlackHat的新姿势：Process Doppelg?nging攻击技术与贴身防护,恶意程序事件
攻击者,目标受害者,实现后续渗透的一系列Payload和恶意代码运行,,Adobe Flash 0 day漏洞,,中东地区,中东地区重要人士和组织,,,FLASH零日漏洞CVE-2018-5002在中东地区的定向网络攻击利用,恶意程序事件
Gorgon,全球外贸单位或个人,攻击,,,近一个月,,,,,Gorgon黑客组织再显新招：通过在线网盘发起“三重奏”攻击,恶意程序事件
海莲花,中国的敏感目标,,,,2012年,中国大陆,,"['短信', '联系人', '通话记录', '地理位置', '浏览器记录', 'apk', '录音', '截图', '文档', '相片', '视频']",隐私信息,关于海莲花组织针对移动设备攻击的分析报告,恶意程序事件
"""海莲花""（又名APT32、OceanLotus）",中国的敏感目标,针对中国大陆的政府、海事机构、商务部门、研究机构,,,2019年第一季度,中国大陆,,,,海莲花APT组织2019年第一季度针对中国的攻击活动技术揭秘,恶意程序事件
海莲花（OceanLotus）,一名越南环保人士,,,"['新的恶意载荷', '恶意软件', 'zip压缩包']",42125,,,,,海莲花组织使用新技术手段攻击越南某环保组织,恶意程序事件
攻击者,Docker Daemon,,,Docker远程API,,,,,,技术讨论 | 通过SSRF漏洞攻击Docker远程API获取服务器Root权限,数据安全事件
Evilginx2,,窃取登陆凭证及cookie,,Evilginx2,,,,,,Evilginx2：一款用于网络钓鱼窃取凭证及cookie的中间人攻击框架,恶意程序事件
安全审计人员和渗透测试人员,,,,Combobulator,,,,,,如何使用Combobulator检测依赖混淆攻击,数据安全事件
一款名为“ HermeticWiper ”（又名KillDisk.NCV）的新型数据擦除恶意软件,乌克兰的政府、非营利组织和信息技术实体,,,WhisperGate,44574,,,,,【技术分析】乌克兰战争背后的网络攻击和情报活动,网络攻击事件
,超过四分之三(78%)的组织,成为基于电子邮件的勒索软件攻击目标,,基于电子邮件的勒索软件,2021年,,,,,2021年91%的英国组织遭到邮件钓鱼攻击,网络攻击事件
非人类账户,组织,,,,,,,,,管理非人类账户的生命周期以最小化网络攻击,安全隐患事件
Lapsus$,Okta,,,,45373,,,内部敏感文件,,知名身份厂商Okta被黑！勒索软件攻击威胁为何一提再提,网络攻击事件
黑客,医疗设施,在黑市上的价值是信用卡的十倍,,,,,,具有特殊需求的信息,大量,四个行业遭受网络攻击后的成本研究,网络攻击事件
,,发现自家网络系统中存在的攻击面,,HackerTarget ToolKit,,,,,,Hackertarget：一款帮助组织发现攻击面的强大工具,数据安全事件
UNC1151,"['立陶宛', '拉脱维亚', '波兰', '乌克兰', '德国', '欧洲政府人员']",,,"['网站入侵', '伪造电子邮件账号', '钓鱼邮件', '攻击样本']",2020年,"['立陶宛', '拉脱维亚', '波兰', '乌克兰', '东欧', '欧洲']",,,,疑似APT组织UNC1151针对乌克兰等国的攻击活动分析,恶意程序事件
,,,,网络攻击反射技术,,,,,,网络攻击反射技术在蠕虫病毒特征捕获场景中的应用,恶意程序事件
,超过20亿台设备,,,VxWorks,,,超过20亿台,,,VxWorks面临严重RCE攻击风险,数据安全事件
西门子PLC,S7-300,,,ISF(Industrial Exploitation Framework),,,,,,工控安全 | 西门子S7-300攻击分析,数据安全事件
组织APT-C-35,巴基斯坦,,,,2017年至今,,,,,Donot（APT-C-35）组织对在华巴基斯坦商务人士的定向攻击活动分析,恶意程序事件
钓鱼攻击者,看雪,远程控制,,"['钓鱼邮件', '恶意链接', 'vbs脚本', 'powershell脚本', '网络流量数据', 'CMD指令']",,,,,,冒充安恒信息对看雪论坛的一次定向钓鱼攻击,恶意程序事件
中国军方的4名军人,美国受害者,侵入Equifax公司的计算机网络,,Apache Struts漏洞,当地时间2月10日,,1.45亿,敏感个人身份信息,,美司法部起诉中国“网络攻击”，故事开头要从Struts漏洞说起,网络攻击事件
SharkTeam,,,约为820万美元,,北京时间12月21日晚上10点18分,,,,,重入攻击：Uniswap V3流动性协议Visor Finance被黑事件分析,网络攻击事件
黑客,,监听或拦截信息,,SSL剥离攻击,,,,,,什么是SSL剥离攻击？,数据安全事件
勒索软件运营者,数千名受害者,,,勒索软件,,关键基础设施,,敏感信息,,17的勒索软件攻击泄露关键OT信息,网络攻击事件
威胁行为者,企业,欺诈、冒充名企和高管,,社交媒体,2021年第四季度和整个 2021 年,,,,,2021社交媒体攻击又创记录，金融安全仍在榜首,网络攻击事件
网络安全事件,育碧,,,,45361,,,,,安全快报 | 以色列遭遇“史上最大规模”网络攻击！大部分政府网站瘫痪,网络攻击事件
窃听者,受害者,恢复声音,,"['带灯泡的台灯', 'Lamphone']",,35 米距离处的桌子上,,,,从灯泡振动中恢复声音的侧信道攻击,数据安全事件
攻击者,加州医疗保健组织,,,网络攻击,,,,,,FreeBuf早报 | 俄罗斯利用AcidRain攻击美ViaSat；Wyze摄像头漏洞可访问视频源,网络攻击事件
黑客,WordPress网站,利用访问者对乌克兰发起DDoS攻击,,,,,,,,FreeBuf周报 |Meta雇佣公司攻击TikTok引发数据隐私担忧；Spring漏洞补丁已更新,网络攻击事件
DarkHotel黑客组织,"['永利皇宫', '澳门的Grand Coloane度假村']",,,,,,,客人敏感信息,,FreeBuf早报 | 欧盟警告卫星通信网络恐受威胁；乌克兰企业遭受DoubleZero攻击,网络攻击事件
美国,其他要制裁国家的发电站,,,,,,,,,从委内瑞拉大范围停电一事来看美国的攻击手段,网络攻击事件
威胁参与者,"['美国最大的炊具分销商', '全球第二大炊具分销商Meyer Corporation', '数千名员工', 'Meyer', '子公司Hestan Commercial Corporation、Hestan Smart Cooking、Hestan Vineyards 和Blue Mountain Enterprises, LLC 的员工']",获取Meyer员工信息,,,44494,,,"['全名', '实际地址', '出生日期', '性别种族', '社会安全号码', '健康保险信息', '医疗条件随机药物筛选结果', 'COVID疫苗接种卡', '驾驶执照', '护照政府身份证号码', '永久居民卡', '移民身份信息', '家属信息']",,炊具巨头Meyer披露了影响员工的网络攻击,网络攻击事件
“海莲花”，又名APT32和OceanLotus,"['中国能源相关企业', '海事机构', '海域建设部门', '科研院所', '航运企业', '政府', '军事机构', '大型企业', '媒体', '人权', '公民社会']",,,,2012年开始,,,,,“海莲花”团伙近期利用Office漏洞发起高频攻击,恶意程序事件
勒索软件攻击者,企业网络,,,勒索软件,,,,,,企业组织易受勒索软件攻击的10大原因,安全隐患事件
LAPSUS$黑客,"['Okta认证公司', '微软']",勒索,,,周二,,,,,FreeBuf早报 | 黑客泄露37GB微软源代码；白宫共享应对俄网络攻击清单,网络攻击事件
网络攻击,"['丰田汽车', '小岛工业', '丰田公司', '大发汽车', '日野汽车']",,,,45352,日本,"13,000辆",,,丰田日本工厂因供应商遭受网络攻击而停止生产,网络攻击事件
Promethium,比利时和意大利的用户,进行网络攻击,,水坑网站发布了恶意版本的WinRAR和TrueCrypt文件加密软件,42644,,未知,,,赛博空间的魔眼(续)：PROMETHIUM伪装为WinRar.exe的攻击活动分析,恶意程序事件
大象甲虫,,进行尽如盗窃,,,1月13日-1月20日,,,,,安全快报1 | 国际红十字会遭受网络攻击，万人数据信息惨遭泄露,网络攻击事件
UAC-0035组织（又名 InvisiMole）,乌克兰国家机构,,,"['鱼叉式网络钓鱼邮件', '501_25_103.zip', 'LNK', 'HTA', 'VBScript', 'LoadEdge后门', 'TunnelMole', 'DNS协议的恶意软件', 'RC2FM', 'RC2CL']",近期,,,,,与俄罗斯有关的InvisiMole组织对乌克兰发动鱼叉式网络钓鱼攻击,网络攻击事件
网络攻击者,"['Facebook', '微软', 'Chase', 'PayPal', 'Wells Fargo', 'Netflix', 'Adobe']",进行钓鱼活动,,,2021年,,20个,,,2021年网络钓鱼攻击中被冒充最多的品牌，Facebook位居榜首,网络攻击事件
,公司组织,导致设备成本增加,,挖矿病毒,,,,,,如何减轻挖矿攻击给企业安全带来的威胁,数据安全事件
Anonymous组织,400多台俄罗斯公共摄像机,分享被黑摄像头的实时信息,,,,俄罗斯,,,,FreeBuf早报 | 匿名者号召俄罗斯人“消灭普京”；因网络攻击海贼王停播,网络攻击事件
攻击者,用户,,,"['带有恶意 XLL 附件或者恶意链接的电子邮件', 'XLL 恶意软件', 'XLL 文件', '.NET 开发的恶意软件 Downloader', 'Excel-DNA', 'XLL 加载项', 'Downloader']",近期,,,,,攻击者开始使用 XLL 文件进行攻击,恶意程序事件
巴西黑客团伙,TransUnion 的南非公司,,,,,南非,5400 万,5400 万消费者征信数据,,FreeBuf早报 | 2021年英国NFT诈骗案飙升400％；韩国黑客组织攻击澳门酒店,网络攻击事件
诈骗者,"15,365 名熟悉撞库攻击且负责其公司网站安全的 IT 安全从业人员",进行欺诈性购买、从事欺诈性金融交易和窃取额外的机密信息,"284,649 美元到 2850 万美元不等",,每年,,15365,,,研究报告 | 撞库攻击的成本： 亚太地区,网络攻击事件
专业黑客组织,SSH服务器,SSH服务器弱口令爆破攻击,,"['/dev/shm/.satan', '/dev/shm/rp', 'ps', 'ircbot后门程序', '挖矿的shell程序']",17点23分,,,,,黑客利用SSH弱密码攻击控制Linux服务器，潜在目标约十万IP天,恶意程序事件
黑客,,,,Vackbot智能自动化攻击模拟平台,,,,,,墨云科技Vackbot，国内首款通过CWE国际认证的智能自动化攻击模拟平台,安全隐患事件
Hisoka攻击活动的参与者,网站访问者,"['获取帐户名和密码散列', '获取访问密码', '获得其他系统的访问权']",可能,隐藏图像,,科威特,,,,xHunt利用科威特政府网站攻击分析,恶意程序事件
攻击者,巴尔干地区组织的财务部门,,,"['BalkanDoor', 'BalkanRAT']",2016年1月至今,"['克罗地亚', '塞尔维亚', '黑山', '波斯尼亚和黑塞哥维那']",,,,巴尔干半岛上的双重网络攻击分析,恶意程序事件
WannaMine,超过1亿台设备,植入shell后门以及brootkit后门程序,,"['SSH', 'WannaMine', '挖矿木马', 'DDoS攻击模块', 'Linux平台DDoS木马“BillGates”']",43617,广东,近14万台,,,WannaMine挖矿木马再活跃，14万台linux系统受攻击广东省为重灾区,恶意程序事件
360威胁情报中心,,,,Excel 4.0宏,43391,,,,,老树开新花 | 利用Excel 4.0宏躲避杀软检测的攻击技术分析,恶意程序事件
勒索软件Cuba,企业网络,,,"['Cobalt Strike', 'NetSupport Manager', 'Bughatch', 'wedgcut', 'eck.exe', 'Burntcigar', 'Termite', 'Mimikatz', 'Wicker', 'Wedgcut', 'check.exe', 'C&C服务器', 'Avast驱动程序', 'Avast', 'Hancitor恶意软件']",44409,,,,,微软Exchange服务器被黑客攻击以部署Cuba勒索软件,网络攻击事件
Gamaredon,乌克兰,进行网络间谍活动,,,2013年,,,,,俄罗斯APT攻击组织Gamaredon最新攻击样本,恶意程序事件
我们,用户,,上线,"['Unicode', 'powershell木马', 'BAT2EXE', 'notepad', 'txt.bat', 'test.bat', 'notepad', 'txt', 'txt.exe', 'notepad', '脚本', '木马', 'flash', 'flash.js']",,,一个,,,基于钓鱼攻击的技术点研究,恶意程序事件
,美津浓,,,勒索软件,45326,,,,,体育品牌美津浓遭勒索软件攻击致订单延期,网络攻击事件
“方程式组织”,,,,,42036,,,,,“方程式组织”攻击中东SWIFT服务商事件复盘分析报告,安全隐患事件
Crazyradio + MouseJack项目,,,,2.4GHz无线设备的工作频段,,,,,,技术讨论 | Crazyradio获取罗技无线鼠标权限重放攻击实验,数据安全事件
攻击者,Axi Infinity,,,,45374,Ronin bridge,,"173,600个以太坊和2550万USDC",17.36万以太坊和2550万USDC,史上最大的加密黑客攻击诞生：Axi Infinity侧链 Ronin bridge被盗6.25亿美元,网络攻击事件
乌克兰政府,"['俄罗斯政府机构', '关键基础设施', '银行', '支持关键基础设施的大型企业']",进行网络攻击,,,,,,,,"乌克兰招募 ""IT军 "",俄罗斯 31 个实体成为攻击目标",网络攻击事件
勒索软件攻击者,,进行攻击,,,2021年,,,,,2021年未修补漏洞利用为勒索软件攻击依赖主要切入点,网络攻击事件
攻击者,受害者,,,mimikatz,,,,域成员DMEMBER中的主机普通用户账号times0ng,,漫谈攻击链：从WebShell到域控的奇妙之旅,恶意程序事件
攻击者,公司,,商业竞争,代理服务器,,,1,,,企业安全体系架构分析：开发安全架构之防CC攻击脚本编写,数据安全事件
yy0308,S7-1200 V3.0.2 固件版本的PLC,获取到plc的相关信息,,S7-1200 V3.0.2 固件版本的PLC,,,,,,西门子S7comm-plus通信过程及重放攻击分析,数据安全事件
黑客,,检测Kerberoasting,,,,,,,,域渗透：使用蜜罐检测出Kerberoast攻击,数据安全事件
具有特定授权级别的员工,SAP,,严重,SAP 传送请求,44470,,,,,SAP 严重漏洞可导致供应链攻击,安全隐患事件
攻击者,三星设备,实现远程代码执行,,三星Galaxy Apps Store,30/05/2018,,,,,技术讨论 | 三星Galaxy App商店漏洞导致中间人攻击实现远程代码执行,数据安全事件
黑客,Microsoft Teams,发送恶意软件,,,,,,,,FreeBuf周报 | 国际互联网协会数据泄露；乌克兰遭大规模DDoS攻击,网络攻击事件
黑客,银行,管理资金,,,,,,,,网络攻击瞄准个人银行，谈谈5个典型攻击手段,网络攻击事件
网络攻击,日本丰田汽车零部件供应商“小岛冲压工业株式会社”,,,,45350,,,,,天融信：从丰田供应链遭攻击事件，看工业企业供应商网络安全能力建设,安全隐患事件
软件供应链攻击者,内网终端,诱导下载运行,,内置的窃密代码,,,,,,马老师聊内网安全：浅谈软件供应链攻击与内网防御,数据安全事件
黑客,Exchange 服务器上的电子邮件,,传播恶意软件,IcedID 信息窃取恶意软件,,,,,,FreeBuf早报 | 透明部落组织对印度官员发起攻击；华盛顿卫生区再遭数据泄露,网络攻击事件
,企业网络,,,零日漏洞,2021年,,66个,,,华云安·ASM技术篇：应对零日攻击的检测模型（VEAM）,安全隐患事件
Molerats APT组织,中东地区,,,,2012年开始,"['中东地区', '以色列地区', '巴勒斯坦地区']",,,,中东持续活跃的威胁 ：月光鼠组织借助云服务展开间谍攻击,恶意程序事件
360安全中心,玩家,,,加速器,,,10万次,,,国产吃鸡要凉？荒野行动加速器木马攻击已达10万+,恶意程序事件
网络攻击者,中小企业,,毁灭性,,,,,,,中小企业容易成为网络攻击的目标,网络攻击事件
,市政府,,,勒索软件,2019年,,174个,,,2019年勒索软件：针对市政部门的全面攻击,网络攻击事件
Google Project Zero的Samuel Gro?,Firefox,,,,4月15号,,,,,利用Firefox 0day漏洞攻击事件的关联分析,网络攻击事件
黑客,个人,进行网络钓鱼攻击,,网络钓鱼,,,,,,警惕利用“新型冠状病毒”名义的网络钓鱼攻击,网络攻击事件
APT34,阿联酋国家石油公司,,,,,,,邮件备份,,某疑似针对中东地区的APT攻击事件分析,恶意程序事件
黑客,澳大利亚议会,,,,2月初,,,,,澳大利亚议会网络攻击活动相关的恶意程序分析,恶意程序事件
伊朗,,,,,上周六（7月13日）晚7点左右,曼哈顿西区,7.3万户,,,伊朗网络攻击！？曼哈顿大规模停电事故官方回复,网络攻击事件
名为AvosLocker的新勒索软件团伙,安全产品,,,AvosLocker,,,,,,攻击技术研判｜利用安全模式突破安全产品防线,恶意程序事件
LockBit 勒索软件团伙,PayBito 加密货币交易所,获取赎金,,,2022 年 2 月 21 日,,,"['大量客户数据', '电子邮件数据', '密码哈希值', '管理员的个人数据']",,PayBito 加密货币交易所遭受网络攻击，大量数据信息被盗,网络攻击事件
Anonymous,俄罗斯央行,,,,,,,28GB数据,,FreeBuf早报 |英国内勒索攻击2021年内激增100%；美国欧盟同意重开跨大西洋数据流动,网络攻击事件
,美国连锁酒店 McMenamins,,,勒索软件,12 月 12 日,,,,,FreeBuf 早报 | 葡萄牙最大媒体遭勒索攻击；以色列媒体在苏莱曼尼遇害纪念日遭攻击,网络攻击事件
360公司在2016年披露的“蔓灵花”APT组织,巴基斯坦,,,,近期,巴基斯坦,,,,蔓灵花（BITTER）APT组织使用InPage软件漏洞针对巴基斯坦的攻击及团伙关联分析,恶意程序事件
API供应商,API开发者,,,"['Swagger', 'Swagger-codegen', 'Restler-fuzzer']",,,,,,API声明文件Swagger Injection攻击,安全隐患事件
,中小型企业,,,勒索软件,,,1400多名,,,五分之一的中小型企业遭受勒索软件的攻击,网络攻击事件
“摩诃草”组织,中国、巴基斯坦及其他部分南亚国家,政府机构、科研教育领域以及军事领域的目标人员,,"['鱼叉攻击', '基于即时通讯工具和社交网络', '恶意代码', '攻击样本', '恶意代码技术', '脚本', 'PowerShell脚本', 'Bypass UAC']",41410,,,,,摩诃草APT团伙新脚本类攻击样本分析,恶意程序事件
攻击者,用户CPU,,,BranchScope,,,,敏感数据和数据安全边界,,英特尔CPU漏洞再度袭来：全新旁路攻击方法BranchScope,数据安全事件
国家级网军,移动运营商,,,SimJacker,在此之前,,,,,29个国家使用的SIM卡容易受到Simjacker攻击,网络攻击事件
APT组织“蔓灵花”,巴基斯坦,窃取政府、军工业、电力等领域的敏感资料,,带有恶意链接的DOCX文档,,,,,,APT组织“蔓灵花”对巴基斯坦攻击事件报告,恶意程序事件
黑客组织,外贸行业,APT攻击,,“商贸信”病毒,,,,,,商贸信病毒针对某精密仪器公司的APT攻击,恶意程序事件
,新加坡卫生部艾滋病毒登记处,,,,2019年,,,14000多名被诊断为艾滋病毒感染者高度敏感记录,,2019年全球重大网络攻击及数据泄露事件回顾,网络攻击事件
F-Secure,"['法国的化学制造', '航空', '汽车', '银行', '工业软件提供商', 'IT服务提供商']",,,,近期,,,,,F-Secure：针对法国工控行业的一波网络钓鱼攻击,恶意程序事件
TA2101,"['德国公司', '组织']",安装后门恶意软件,,"['Cobalt Strike', 'Maze勒索软件', 'IcedID银行木马']",最近,,,,,TA2101黑客组织攻击分析,网络攻击事件
"['EA', '黑客']","['EA Sports FIFA 22玩家', 'Jamie Bateson', 'NickRTFM', 'Trymacs', 'TisiSchubecH', 'FUT FG', 'lNoahHDl', 'FUT Donkey', 'JoaoSeleiro', 'narcoinsfc']","['访问', '访问个人EA和电子邮件帐户', '游戏硬币', '个人信息']",,,44491,,,,"['21亿场比赛', '46万亿分钟', '50亿次']",多名EA Sports FIFA 22玩家被攻击,网络攻击事件
InvisiMole组织,乌克兰,,,,44616,,,,,FreeBuf周报 | Lapsus$勒索组织入侵微软源代码存储库；黑客使用新的 Rootkit 攻...,网络攻击事件
网络安全专家们,一家大型能源公司,评估演习事件带来的影响,,,当地时间周五,,,,,欧盟针对一家“虚拟”电力公司进行了网络攻击演习,安全隐患事件
勒索软件,瑞士国际空港服务有限公司（Swissport International Ltd.）,部分全球IT基础设施,严重影响,,当地时间2月3日早上6点,,22个航班,,,多趟航班延误！瑞士Swissport空港服务公司遭勒索软件攻击,网络攻击事件
微软,Azure AD,,,Azure AD暴力验证攻击,2021年1月到2021年12月,,256亿次,,,微软去年拦截了数百亿次暴力破解和网络钓鱼攻击,网络攻击事件
192.168.6.3,192.168.6.5,,,bettercap,,,,,,从交换机安全配置看常见局域网攻击,数据安全事件
黑客组织 Lapsus$,英伟达,,,,,,,,,FreeBuf早报 | 谷歌向乌克兰安卓用户推出空袭报警系统；育碧证实遭网络攻击,网络攻击事件
网络安全公司Aemis,大约五亿的智能设备,入侵设备,,DNS重绑定,去年,,,,,有你的设备吗？约五亿物联网设备仍受DNS重绑定攻击影响,数据安全事件
,,,,Freedom Fighting Mode (FFM),,,,,,FFM：功能强大的开源渗透测试工具，帮你开启自由攻击模式的“新大陆“,数据安全事件
Phoenix Locker,CNA金融,勒索,,Phoenix Locker,2021 年,,,,,盘点 2021 年严重的网络攻击事件,网络攻击事件
,网络黑灰产,自动化攻击,,永安在线业务情报监测平台,今日,,,,,报告 | 永安在线发布《黑产攻击流程自动化体系》详解黑产自动化攻击,安全隐患事件
我,,解除合法wifi用户的无线认证关系,,ESP8266,下小雨了,外面,,,,wifi中断攻击,数据安全事件
GroupA21,"['巴基斯坦海军参谋长', '空军', '教育']",网络间谍活动,,,43739,,,,,疑似南亚地区新APT组织GroupA21相关攻击活动分析,恶意程序事件
“人面马”组织（T-APT-05）,中东地区,,,,2014年,,,,,“人面马”（APT34）组织对中东地区进行攻击的最新动向通报,恶意程序事件
疑似来自印度的 APT 攻击组织,巴基斯坦等南亚国家的军事目标,,,,2017 年底到 2019 年初,,,,,响尾蛇（SideWinder）APT组织针对南亚国家的攻击活动披露,恶意程序事件
,组织,勒索,,勒索软件,,,,,,全年观测：增长的利润意味着更多的勒索软件攻击,网络攻击事件
中国黑客,超过50000台服务器,挖掘乌龟币（TurtleCoin）,,"['MS-SQL暴力破解工具', '远程执行模块', '脚本', '恶意软件', 'VMProtect-obfuscated内核模式驱动程序', 'rootkit']",4月初,,,,,超过50000台MS-SQL和PHPMyAdmin服务器遭到黑客攻击，代号Nansh0u,恶意程序事件
攻击者,,西班牙语或葡萄牙语的国家,,一种新的Android银行木马,近期,,,,,瞄准“两牙”：新型银行木马攻击葡萄牙和西班牙语用户,数据安全事件
,美国驻古巴大使馆工作人员,,,,2016 年 12 月到 2017 年 8 月,,24,,,美大使馆遭遇声波攻击，浙大WitAwards获奖团队协助调查,数据安全事件
黑产团伙,,发起网络攻击,,WSH RAT,今年6月2日,,,,,黑客购买新型WSH RAT最新变种样本，攻击银行客户,恶意程序事件
Fancy Bear“奇幻熊”组织,,获取国家利益,,"['钓鱼邮件', 'Carberp银行木马的变种', '白利用技术', '后门技术', '证书管理程序certutil.exe', '宏代码', 'excel表格', 'pe文件']",近日,,,,,“奇幻熊”（APT28）组织最新攻击,恶意程序事件
ZooPark组织,,窃取用户设备上的账号信息、窃取通讯录,,Telegram程序,2015年,,,,,卡巴斯基详细介绍针对Android用户的ZooPark APT攻击,网络攻击事件
黑客,用户,窃取用户敏感数据、个人银行账户和密码,,钓鱼邮件,,,,,,CNCERT钓鱼邮件攻击防范指南,恶意程序事件
匿名者组织,白俄罗斯铁路,,,,本周,,,,,FreeBuf周报 | 英伟达多达1TB数据被盗；丰田因供应商遭受网络攻击而停产,网络攻击事件
卡巴斯基安全团队,执行环境,信息搜集和命令执行,,MS Excel 4.0宏样本,近期,,,,,攻击技术研判｜在野宏文档攻击的反沙箱与针对性持久化技术赏析,恶意程序事件
海莲花（OceanLotus）,"['中国海事机构', '海域建设部门', '科研院所', '航运企业']",,,,2012 年 4月,,,,,海莲花团伙对中南半岛国家攻击活动的总结：目标、手法及技术演进,恶意程序事件
威胁者,比利时国防部,,,Log4Shell漏洞,上周四,,,,,黑客利用Log4Shell漏洞攻击比利时国防部,网络攻击事件
网络钓鱼攻击者,"['Facebook', 'Messenger', 'Instagram', 'WhatsApp', '用户']",诱导用户输入账号密码登录,,中继服务,44256,,40000,,,Meta对网络钓鱼攻击提起诉讼,网络攻击事件
,苹果用户,,,游戏黑客,近日,,数亿次/月,,,安全报告 | 2018年游戏行业安全监测报告及五大攻击趋势,网络攻击事件
不法分子,loT设备,绕开设备的安全防御手段,,一种基于loT设备的全新通用型攻击方式,3月20日至23日,新加坡,,,,腾讯安全反病毒实验室：新型“蠕虫”式loT攻击危险指数暴涨,安全隐患事件
黑产人员小黑,,撞库攻击,,代理IP池,,,,,,2019上半年Web应用安全报告：90%以上攻击流量来源于扫描器,数据安全事件
俄罗斯APT组织Fancy Bear（APT28）,"['美国国际共和研究所', '哈德逊研究所']",,,网络钓鱼攻击,9月中旬,,,,,谍影重现 | APT28对美网络钓鱼攻击的线索分析,网络攻击事件
,新加坡新保集团,获取新保集团总部（SHHQ）的数据库访问授权,,,2018年6月27日至7月4日,,150万,病历记录和门诊记录,,新加坡新保集团（SingHealth）网络攻击事件的可疑线索分析,网络攻击事件
透明部落,周边国家,,,Crimson RAT,,南亚,,,,透明部落组织利用印度美女为诱饵的攻击样本分析,恶意程序事件
,英国企业,窃取信息,2.51,Web应用,2019年10月以来,,,,,Web应用攻击激增，该保护 API 了！,网络攻击事件
中国军方的 4 名军人,美国信用评级机构巨头 Equifax,获取,,Adobe 软件中 Apache Struts Web 框架软件的漏洞,2017 年,,,"['1.45 亿美国公民的隐私数据', '姓名', '出生日期', '社保号码', '驾照']",,美国以「网络攻击」为由，起诉中国盗取 1.45 亿公民数据,网络攻击事件
“绿斑”组织,中国政府部门和航空、军事相关的科研机构,进行攻击,,"['社工邮件', '漏洞文档', '恶意载荷', 'RAT', 'Poison Ivy']",2015年,,,,,“绿斑”行动——持续多年的攻击,恶意程序事件
海莲花（OceanLotus、APT32）,"['中国海事机构', '海域建设部门', '科研院所', '航运企业']",,,"['鱼叉', '水坑', '特种木马', '恶意宏文档', 'VBS代码', 'shellcode', 'DLL文件']",,越南,多个,,,最新海莲花组织攻击事件分析,恶意程序事件
DeadBolt勒索软件,ASUSTOR,"加密文件要求1,150美元的比特币赎金",,DeadBolt勒索软件,,,,,,FreeBuf早报 | 美国受到勒索软件警告；乌数百台计算机遭wiper恶意软件攻击,网络攻击事件
Sebastien Vachon,NetWalker勒索软件,,,Emotet,44593,,,,,FreeBuf早报 | “漫游螳螂”正瞄准欧洲；沃达丰葡萄牙分公司遭大规模网络攻击 ??,网络攻击事件
MuddyWater,中东地区某国政府,,,Log4j 2漏洞,新年,,,,,继美国网络司令部披露后：MuddyWater近期攻击活动总结,恶意程序事件
Conti 勒索软件团伙,"['波特兰啤酒厂', '连锁酒店McMenamins']",使公司的运营中断,,Conti 勒索软件,45638,,,"['姓名', '地址', '电子邮件地址', '电话号码', '出生日期', '存款银行账户信息', '福利记录']",,McMenamins 啤酒厂遭到 Conti 勒索软件攻击,网络攻击事件
黑客,宝贝回家寻子网站论坛,减少大面积的损失,,,43646,,,,,“宝贝回家”寻子公益论坛遭黑客攻击，得各方安全力量相助终于恢复,网络攻击事件
